Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5,77,0,0,94,3210.848218,0.00212766,0.020921986,0,0,Oct,2,2,3,2,Returning_Visitor,TRUE,FALSE
0,0,2,38.2,39,873,0.01,0.02,0,0,Sep,1,1,1,4,Returning_Visitor,FALSE,FALSE
1,0,0,0,12,277.45,0.06,0.09,0,0,June,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,512.7166667,0.007142857,0.013571429,1.401949127,0,Jul,2,2,7,1,Returning_Visitor,TRUE,TRUE
2,8,2,90.2,13,1286.050476,0.0125,0.019886364,0,0,Aug,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,4,225.7666667,222,9630.209524,0.053355457,0.066158871,0,0,June,8,13,9,5,Other,FALSE,FALSE
0,0,0,0,9,140.2,0,0.044444444,0,0,Sep,2,2,9,2,New_Visitor,TRUE,FALSE
1,11,0,0,6,43.7,0,0.057142857,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,66.4,0,0,39,606.3666667,0.015789474,0.026754386,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,FALSE
4,28.73333333,0,0,12,243.75,0,0.038571429,8.150811238,0,June,3,2,4,2,Returning_Visitor,TRUE,TRUE
6,661.7666667,6,204,8,254.25,0.025,0.042222222,0,0,Aug,3,2,4,2,Returning_Visitor,TRUE,FALSE
1,53.4,0,0,18,539.5,0.011111111,0.018888889,0,0,Oct,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,23.8,0,0,6,135.2,0,0.025,0,0,Sep,2,5,3,1,New_Visitor,FALSE,FALSE
2,13,0,0,16,346.3866667,0,0.029411765,0,0,Jul,3,2,3,4,Returning_Visitor,FALSE,FALSE
1,23.96,0,0,94,2103.938772,0.013731061,0.038809156,1.47623044,0,Jul,2,2,1,1,Returning_Visitor,FALSE,FALSE
9,64.5,3,99.6,33,768.4133333,0.004878049,0.013617886,41.34613116,0,Sep,2,2,4,2,Returning_Visitor,FALSE,FALSE
9,358.2583333,3,377.4333333,64,5738.902193,0,0.020187793,12.08836478,0,Oct,2,2,1,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,64.6,0.05,0.075,0,0,Jul,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,26,559.56,0.008,0.008,0,0,Jul,1,1,4,4,Returning_Visitor,FALSE,FALSE
2,82.6,0,0,10,352,0,0.007692308,27.19298393,0,Sep,2,2,1,2,New_Visitor,TRUE,TRUE
0,0,0,0,5,53.4,0.12,0.14,0,0,June,3,2,3,13,Returning_Visitor,TRUE,FALSE
2,31.2,0,0,3,55.4,0,0.05,0,0,Oct,2,2,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,9,206.6,0,0.005555556,0,0,Jul,2,4,3,4,New_Visitor,FALSE,FALSE
7,199.85,0,0,39,1267.453333,0.004761905,0.020634921,17.92758699,0,Nov,2,4,1,4,Returning_Visitor,FALSE,FALSE
1,5.5,6,387.5,25,621.2,0,0.009333333,0,0,Jul,3,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,15,148.9333333,0,0.04,0,0,June,4,2,1,13,Returning_Visitor,FALSE,FALSE
4,64.6,2,28.7,16,597.6,0.019047619,0.018594104,0,0,Oct,3,2,1,5,Returning_Visitor,TRUE,FALSE
0,0,0,0,43,654.0666667,0,0.029844961,0,0,Jul,2,2,7,3,Returning_Visitor,FALSE,FALSE
2,53.4,0,0,2,0,0.05,0.1,0,0,Sep,1,1,6,3,Returning_Visitor,FALSE,FALSE
5,59.9,2,8,84,2359.522438,0.016666667,0.028709742,3.478135617,0,June,1,1,4,3,Returning_Visitor,FALSE,FALSE
1,23.2,0,0,4,44.8,0,0.05,0,0,June,2,10,7,4,Returning_Visitor,TRUE,FALSE
1,0,0,0,23,579.3,0,0.009090909,0,0,Sep,2,2,2,2,New_Visitor,FALSE,FALSE
1,46.4,0,0,13,118.2666667,0,0.014285714,0,0,Jul,1,2,1,4,Returning_Visitor,TRUE,FALSE
8,176.25,1,141,20,651.7658974,0,0.009230769,19.13285864,0,Nov,2,2,4,2,Returning_Visitor,FALSE,TRUE
9,68.4,1,6,30,728.8666667,0.037373737,0.063636364,0,0,Oct,2,2,3,20,Returning_Visitor,TRUE,FALSE
5,265.0433333,1,0,38,1712.776667,0.013333333,0.040833333,0,0,Aug,2,2,8,1,Returning_Visitor,FALSE,FALSE
4,68.73333333,0,0,44,2498.866667,0,0.014444444,11.33062869,0,Oct,2,2,4,1,Returning_Visitor,FALSE,TRUE
9,219.9333333,0,0,56,1371.415714,0.002539683,0.011752445,0,0,Oct,3,2,1,5,Returning_Visitor,TRUE,FALSE
0,0,2,38.2,121,3362.749679,0.025170765,0.042322417,4.212415755,0,Jul,1,1,1,3,Returning_Visitor,FALSE,FALSE
2,70.6,0,0,30,515.2333333,0,0.02,0,0,Aug,1,1,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,62,2636.513492,0.04781874,0.061364567,0,0,Jul,3,2,3,13,Returning_Visitor,TRUE,FALSE
1,70,0,0,12,1644.233333,0,0.015384615,0,0,Aug,1,1,4,4,New_Visitor,FALSE,FALSE
8,166.7,0,0,9,171.7,0.016666667,0.05,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,322.4,27,1747.7,0.007692308,0.025641026,0,0,Oct,2,4,5,1,Returning_Visitor,FALSE,FALSE
1,54.4,0,0,6,270.9,0,0.014285714,0,0,Oct,1,1,7,3,New_Visitor,FALSE,FALSE
5,152.1,0,0,27,1474.533333,0.014814815,0.030123457,27.89717093,0,Oct,3,3,6,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,255,0,0.066666667,0,0,June,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,1131.8,0.024,0.033142857,0,0,June,1,1,4,1,Returning_Visitor,TRUE,FALSE
2,58.4,0,0,5,303.1,0,0.033333333,0,0,Oct,3,2,3,6,Returning_Visitor,FALSE,TRUE
1,106.8,0,0,17,327.5380952,0,0.00625,0,0,Oct,3,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,39,1867.033333,0,0.020512821,0,0,Nov,2,4,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,June,2,4,3,4,New_Visitor,FALSE,FALSE
0,0,0,0,3,50.2,0,0.066666667,0,0,Sep,2,2,1,13,Returning_Visitor,FALSE,FALSE
3,82.6,0,0,1,16.2,0,0.05,0,0,Nov,2,2,9,2,New_Visitor,FALSE,FALSE
7,275.0844444,0,0,70,806.0266667,0,0.002666667,0,0,Oct,2,5,1,2,New_Visitor,FALSE,FALSE
1,17.2,0,0,6,243.3,0,0.05,22.09581063,0,Oct,1,8,8,1,Returning_Visitor,FALSE,FALSE
11,189.4833333,1,303.2,91,4864.147143,0,0.002380952,0,0,Oct,2,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,13,374.9,0,0.047619048,16.72561819,0,Aug,4,1,1,3,Returning_Visitor,FALSE,TRUE
4,74.5,0,0,22,672.95,0,0.027179487,0,0,Sep,2,2,9,2,Returning_Visitor,FALSE,TRUE
3,33.6,0,0,4,109.5,0,0.013333333,0,0,Oct,3,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,19,623.2,0.022222222,0.044444444,0,0,Jul,2,5,4,1,Returning_Visitor,TRUE,FALSE
4,304.6,0,0,7,137.6,0,0.0375,0,0,Aug,3,2,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,36,1083.75163,0.006666667,0.011684359,0,0,June,1,1,3,2,Returning_Visitor,FALSE,FALSE
1,5.5,0,0,103,1955.168685,0.015359477,0.037057104,0,0,June,2,2,9,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,103,3357.053333,0.015533981,0.043527508,0,0,Sep,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,62,1200.354444,0.003225806,0.023655914,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,74,1268.266667,0.002702703,0.00954955,0,0,June,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,4622,0.027160494,0.090123457,0,0,Oct,2,5,6,1,Returning_Visitor,FALSE,FALSE
2,22.2,0,0,18,470.8966667,0,0.005,0,0,Nov,2,2,2,4,New_Visitor,FALSE,FALSE
0,0,0,0,50,1085.891081,0.025952381,0.041398682,0,0,Oct,1,1,1,4,Returning_Visitor,FALSE,FALSE
3,102.8,0,0,25,1109.233333,0,0.001666667,61.30486592,0,Aug,2,2,6,5,New_Visitor,FALSE,TRUE
4,353.4,2,0,11,587.2,0.013333333,0.04,0,0,Jul,2,5,2,3,Returning_Visitor,TRUE,FALSE
5,151.3333333,0,0,11,283.3333333,0.033333333,0.058333333,13.91046998,0,Nov,2,2,6,20,Returning_Visitor,FALSE,TRUE
2,36.2,3,52,4,48,0.057142857,0.057142857,0,0,Jul,1,1,1,4,Returning_Visitor,TRUE,FALSE
10,208.5133333,0,0,17,369.1,0,0.004,0,0,Sep,3,2,1,6,New_Visitor,FALSE,FALSE
0,0,0,0,26,436.8,0.074074074,0.088888889,0,0,Jul,2,2,1,3,Returning_Visitor,FALSE,FALSE
4,175.8666667,0,0,2,5,0,0.04,0,0,Oct,1,1,3,2,New_Visitor,FALSE,FALSE
5,30,1,4,107,4376.902655,0.007272727,0.021707552,0,0,Oct,2,2,2,4,Returning_Visitor,FALSE,FALSE
1,26.2,0,0,32,1427.676667,0,0.021875,19.9656361,0,Sep,2,4,3,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,511.2,0.0125,0.01875,0,0,Jul,2,2,3,3,Returning_Visitor,FALSE,FALSE
6,1672.033333,0,0,28,518.3966667,0.006060606,0.013333333,0,0,Oct,2,2,3,2,Returning_Visitor,TRUE,FALSE
5,187.1,0,0,101,7220.776667,0.001960784,0.013366013,3.998184141,0,Nov,2,2,7,3,Returning_Visitor,FALSE,TRUE
8,133.35,2,383.8,14,552.48,0.005263158,0.016140351,20.33155364,0,Aug,1,1,1,6,Returning_Visitor,FALSE,FALSE
9,570.2666667,0,0,11,259.5533333,0.011111111,0.05,6.80128988,0,Oct,3,2,3,2,Returning_Visitor,FALSE,FALSE
15,238.6838095,0,0,33,799.1049417,0.004347826,0.017574237,19.03293603,0,Sep,3,2,3,2,Returning_Visitor,TRUE,FALSE
6,144.8333333,0,0,23,1007.233333,0,0.027586207,19.57059225,0,Oct,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,40.8,0,0,45,1668.125238,0.004444444,0.024107744,47.57360345,0,Sep,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,189.2,0,0.014285714,78.56959864,0,Sep,3,2,3,2,Returning_Visitor,FALSE,TRUE
9,122.2,0,0,51,2303.96,0.019496855,0.036855346,0,0,Aug,2,4,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,158.42,0,0.05,0,0,June,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,25.2,4,86.6,21,1702.5,0.016666667,0.037179487,0,0,Oct,2,2,7,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,11,0,0.1,0,0,Jul,2,2,1,1,Returning_Visitor,TRUE,FALSE
2,73.75,0,0,20,546.669697,0,0.004393939,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,68.6,0,0,10,279.7666667,0,0.033333333,0,0,Oct,1,2,7,4,New_Visitor,FALSE,FALSE
1,19.4,0,0,18,1077.373333,0.034126984,0.035714286,18.22752549,0,Nov,3,2,9,2,Returning_Visitor,FALSE,FALSE
10,242.6333333,4,23,47,1534.815256,0.022807018,0.036908939,5.194081873,0,Sep,1,1,1,3,Returning_Visitor,FALSE,FALSE
3,17.94545455,1,6,18,268.4525974,0,0.014267677,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,116.8,0.028571429,0.114285714,0,0,Jul,2,2,6,13,Returning_Visitor,FALSE,FALSE
6,80.5,1,10.06666667,23,477.7,0,0.007142857,0,0,Jul,4,2,7,2,New_Visitor,TRUE,FALSE
4,158.2,0,0,62,4402.25,0,0.001041667,246.7585902,0,Oct,4,1,8,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,334.4,0,0.025,0,0,Sep,3,2,6,1,Returning_Visitor,FALSE,FALSE
3,180.8,0,0,10,408.4666667,0,0,0,0,Aug,4,1,3,1,Returning_Visitor,TRUE,FALSE
7,2720.5,3,353.4,68,5943.547619,0.032236842,0.038623482,0,0,Jul,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,154.6,2,69.6,20,479.1,0,0.009375,0,0,Sep,3,2,2,1,New_Visitor,FALSE,FALSE
1,125,0,0,24,677.3333333,0,0.032,0,0,Nov,3,2,8,1,Returning_Visitor,FALSE,FALSE
2,75.6,1,11,28,2074.929524,0,0.016935484,0,0,Oct,2,4,3,2,Returning_Visitor,FALSE,FALSE
2,10.3,0,0,142,4204.433333,0.009722222,0.021345899,0.770991864,0,Jul,2,2,4,13,Returning_Visitor,FALSE,FALSE
4,124.6,0,0,4,71,0,0.028571429,0,0,Jul,3,3,4,1,New_Visitor,FALSE,FALSE
12,139.3666667,0,0,13,139.4333333,0,0.007017544,47.30370179,0,Oct,3,2,1,5,New_Visitor,TRUE,FALSE
1,12.06666667,0,0,45,591.2640602,0,0.013028631,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,43,3747.833333,0.020930233,0.051162791,0,0,Jul,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,274.3,0,0.06,0,0,June,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1280.02,0,0.019047619,7.232201859,0,Nov,2,2,1,20,Returning_Visitor,FALSE,TRUE
3,45.8,0,0,63,2435.697531,0.00952381,0.017460317,0,0,Jul,3,2,4,3,Returning_Visitor,FALSE,FALSE
1,15.2,0,0,81,4536.308139,0.032304527,0.054759418,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,203.35,0.025,0.066666667,0,0,Sep,2,2,3,3,Returning_Visitor,FALSE,FALSE
4,133.8,2,54.4,13,421.7857143,0,0.023529412,0,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,31,485.6333333,0.019354839,0.038709677,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,21.2,0,0,21,836.1,0,0.004545455,0,0,Oct,2,4,9,4,New_Visitor,FALSE,FALSE
0,0,0,0,30,1500.213333,0,0.003333333,0,0,Oct,2,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,845.3,0,0.033333333,0,0,Sep,1,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,8,194.4,0,0.025,0,0,Aug,2,10,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,58.6,0,0.05,0,0,Jul,1,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,2,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0,Jul,3,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,14,253.1,0.057142857,0.078571429,0,0,June,1,1,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,36.6,0,0.033333333,0,0,Aug,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,0,0,0.18,0.181818182,0,0,June,2,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,821.8933333,0.001515152,0.042424242,0,0,Jul,2,4,6,1,Returning_Visitor,FALSE,FALSE
2,23,1,80.6,53,1693.73,0.034545455,0.054839161,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,1,426.2,10,157.0666667,0,0.016666667,32.73061637,0,Jul,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,31,804.0430818,0,0.002090109,0,0,June,3,2,1,3,Returning_Visitor,FALSE,FALSE
9,115.4,0,0,29,1514.703333,0.005,0.011342593,4.702065533,0,Jul,3,2,8,1,Returning_Visitor,TRUE,FALSE
9,211,1,52.4,22,501.0714286,0,0.034666667,0,0,Aug,1,2,1,4,Returning_Visitor,TRUE,TRUE
1,28.2,1,36.2,130,9447.578514,0.012661499,0.025758194,0,0,Sep,1,2,5,1,Returning_Visitor,FALSE,FALSE
2,40.9,0,0,9,437.4,0.018181818,0.027272727,0,0,Jul,3,2,1,5,Returning_Visitor,TRUE,FALSE
10,275.3333333,1,6,19,719.8833333,0,0.018518519,0,0,Sep,2,2,5,5,Returning_Visitor,TRUE,TRUE
2,35.2,0,0,15,521.8666667,0,0.00625,0,0,June,2,2,9,2,New_Visitor,FALSE,FALSE
0,0,0,0,8,55.3,0,0.025,0,0,Jul,1,1,3,3,Returning_Visitor,FALSE,FALSE
8,246.5333333,0,0,79,2150.433333,0.007228916,0.020883534,17.35448787,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
4,245.8,1,0,28,707.9116667,0,0.017241379,0,0,Sep,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,96.7,0,0,0,0,Jul,1,1,1,2,Returning_Visitor,TRUE,FALSE
16,391.6833333,0,0,24,443.75,0,0.006451613,0,0,Aug,2,10,7,3,Returning_Visitor,FALSE,FALSE
4,43.46666667,0,0,4,27.26666667,0,0.028571429,0,0,Sep,1,1,1,5,New_Visitor,FALSE,TRUE
8,452.5,0,0,30,643.4333333,0,0.019047619,0,0,Oct,1,1,9,2,Returning_Visitor,FALSE,FALSE
7,123.2,0,0,16,283.7214286,0.014473684,0.022222222,0,0,Jul,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,883.9761905,0.02,0.029333333,0,0,Sep,3,2,3,4,Returning_Visitor,TRUE,FALSE
2,35.3,0,0,3,18.1,0.033333333,0.061111111,0,0,Jul,3,2,3,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,29,1970,0,0,100.7256048,0,Oct,4,1,5,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,52.3,0,0.1,0,0,Aug,2,2,6,5,Returning_Visitor,FALSE,FALSE
4,96.8,1,535,9,1888.2,0,0.027272727,0,0,Nov,2,2,9,2,Returning_Visitor,FALSE,FALSE
4,103,0,0,32,1092.183333,0,0.00625,0,0,Jul,2,2,6,1,Returning_Visitor,FALSE,FALSE
2,15.2,0,0,22,244.2,0.027272727,0.063636364,0,0,Aug,2,2,7,1,Returning_Visitor,TRUE,FALSE
4,71.7,0,0,8,74.6,0.109090909,0.127272727,0,0,Jul,3,2,6,13,Returning_Visitor,FALSE,FALSE
6,631.1073171,3,7.6,28,2104.573984,0.007189542,0.034273974,35.51518951,0,Nov,2,2,5,6,Returning_Visitor,FALSE,FALSE
7,94.84,0,0,43,1487.229317,0.004545455,0.019638695,0,0,Oct,2,4,1,2,Returning_Visitor,FALSE,FALSE
11,196.15,0,0,141,2623.580864,0,0.004244028,12.50786523,0,Nov,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,32,875.9333333,0.031770833,0.072395833,0,0,Oct,1,1,3,3,Returning_Visitor,FALSE,FALSE
1,215.6,2,8,27,2968.9,0.021428571,0.036904762,0,0,Nov,3,2,6,1,Returning_Visitor,FALSE,FALSE
6,88.28,0,0,17,310.9714286,0.031578947,0.035247209,0,0,Oct,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,271.75,1,0,40,675.2020988,0.015,0.019412202,0,0,Oct,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,2,32.2,41,1321.322222,0,0.021428571,3.979543638,0,Oct,4,1,1,2,Returning_Visitor,FALSE,FALSE
1,8.1,0,0,16,2227.8,0,0.021428571,0,0,Sep,2,2,1,5,New_Visitor,FALSE,TRUE
3,195.4,2,294.6,93,6412.233333,0,0.026687598,0,0,Sep,2,2,9,2,Returning_Visitor,FALSE,TRUE
3,36.2,0,0,2,4,0,0.04,27.79373861,0,Oct,2,2,6,2,New_Visitor,TRUE,FALSE
4,71.33333333,0,0,21,295.3333333,0.016666667,0.058333333,0,0,Jul,2,10,3,2,Returning_Visitor,TRUE,TRUE
0,0,3,44,52,1216.364286,0.050909091,0.073225108,0,0,Sep,3,2,1,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,35,1608.7,0,0.002857143,0,0,Sep,2,4,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,24,1476.021429,0.013043478,0.024378882,0,0,Sep,2,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1156.5,0,0.033333333,0,0,Nov,2,2,1,20,Returning_Visitor,FALSE,FALSE
3,25.6,0,0,10,327.7733333,0,0.013095238,11.78466261,0,Jul,1,1,1,5,Returning_Visitor,FALSE,TRUE
6,103.9,3,50.2,9,1759.066667,0.011764706,0.024705882,0,0,Sep,1,1,7,5,Returning_Visitor,FALSE,FALSE
11,603.8,2,102.75,305,5018.328289,0.001607717,0.005625881,0,0,Oct,3,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,11,0.066666667,0.133333333,0,0,June,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,31,631.0857143,0.012903226,0.02078853,0,0,June,2,2,8,1,Returning_Visitor,FALSE,FALSE
1,17.2,0,0,4,192.4,0,0.01,0,0,Sep,2,2,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Jul,2,4,7,1,Returning_Visitor,FALSE,FALSE
3,61.4,1,0,19,381.6,0.040909091,0.056818182,8.330574815,0,Aug,1,1,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,1002.366667,0,0.007894737,47.57898514,0,Oct,2,2,4,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,12,213.2833333,0.016666667,0.041666667,0,0,Aug,3,2,3,4,Returning_Visitor,FALSE,FALSE
2,61.5,0,0,15,1950.386667,0,0.007291667,0,0,Nov,2,10,2,4,Returning_Visitor,TRUE,FALSE
4,134.1,0,0,7,110.3,0,0.015151515,0,0,Sep,3,2,1,5,New_Visitor,FALSE,FALSE
1,65.4,0,0,37,2097.42,0.003603604,0.010990991,0,0,Jul,1,1,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,60,1288.563333,0,0.017777778,0,0,June,2,4,3,4,Returning_Visitor,FALSE,FALSE
2,55.4,0,0,20,654.2,0,0.00952381,0,0,Sep,4,1,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,2,28.2,0,0.1,0,0,Jul,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,45,507.1111111,0.008888889,0.024444444,0,0,June,4,2,3,1,Returning_Visitor,FALSE,FALSE
11,456.2333333,1,13,89,1904.653507,0.01827957,0.027002924,0,0,Oct,1,1,4,3,Returning_Visitor,FALSE,FALSE
2,95.3,0,0,14,262.587619,0.0125,0.004910714,0,0,Nov,1,1,4,2,New_Visitor,FALSE,FALSE
0,0,1,37.2,28,761.5,0.006896552,0.032183908,0,0,Jul,2,5,1,1,Returning_Visitor,FALSE,FALSE
7,70.5,0,0,24,463.6940476,0.013620072,0.045071685,0,0,June,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,196.3333333,0.0125,0.023958333,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,28,403.8333333,0.017857143,0.029829932,0,0,Jul,1,1,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,799.0619048,0.0125,0.04275,0,0,June,1,1,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,472.9,0.0125,0.025,0,0,Oct,3,2,3,1,Returning_Visitor,FALSE,FALSE
1,10,1,36.6,78,1983.225629,0.0025,0.007916667,15.50362136,0,June,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,311.7,0,0.055555556,0,0,June,2,2,4,13,Returning_Visitor,FALSE,FALSE
2,11,0,0,59,779.2628571,0,0.007471264,0,0,Aug,4,1,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,334.3833333,0,0.008333333,0,0,Sep,2,2,3,4,Returning_Visitor,FALSE,FALSE
1,15.8,3,97.8,32,1213.65,0.005405405,0.024324324,1.273317415,0,Aug,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,68.66666667,0,0,14,617.15,0,0.004444444,9.253161679,0,Sep,1,1,6,5,New_Visitor,FALSE,TRUE
1,30.86666667,3,7,15,398.2566667,0,0.025,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,271.4666667,0,0.021428571,0,0,Jul,3,2,1,6,Returning_Visitor,FALSE,FALSE
8,498.9809654,6,433.1,99,2129.989707,0.001869159,0.006805318,129.1013738,0,Nov,2,2,2,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,476.1777778,0.05,0.066666667,1.718218835,0,Aug,3,2,5,13,Returning_Visitor,FALSE,FALSE
5,84.34545455,3,106.8,80,4240.036205,0.000169693,0.011635537,1.257695521,0,Jul,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,35.33333333,0.05,0.1,0,0,June,1,1,1,2,Returning_Visitor,TRUE,FALSE
1,0,0,0,53,1170.733333,0.007272727,0.025454545,31.90320066,0,Aug,2,4,2,3,Returning_Visitor,FALSE,TRUE
1,32.7,0,0,27,687.1966667,0,0.019393939,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE,FALSE
4,438.8,0,0,4,599,0,0.011111111,0,0,Aug,3,2,3,5,New_Visitor,TRUE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Aug,1,1,3,4,Returning_Visitor,FALSE,FALSE
9,181.8166667,0,0,9,126.9166667,0,0.015384615,0,0,Sep,1,1,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,70.4,0.114285714,0.128571429,0,0,Jul,3,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,27.2,0,0.04,0,0,Nov,2,2,1,4,Returning_Visitor,FALSE,FALSE
1,49.4,0,0,18,213.1714286,0,0.003921569,0,0,Oct,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,22,681.58,0.00952381,0.025396825,14.63523974,0,Nov,1,1,1,3,Returning_Visitor,TRUE,TRUE
6,141.0583333,0,0,46,1728.866268,0,0.019059741,0,0,June,2,2,7,4,Returning_Visitor,FALSE,FALSE
5,103.9,1,15.1,199,7959.909524,0.028594771,0.058447712,0,0,Aug,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,2,10,18,222.3,0.01,0.025,0,0,June,2,2,4,1,Returning_Visitor,TRUE,FALSE
8,112.27,0,0,149,4304.366905,0.01025641,0.027991453,0,0,Sep,2,5,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,145.2,0,0.025,0,0,Aug,2,4,7,2,Returning_Visitor,FALSE,FALSE
4,227.48,3,432.2,56,4895.26,0.016949153,0.043785311,5.763678818,0,Nov,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,186.0666667,0.146666667,0.15952381,0,0,June,3,2,1,13,Returning_Visitor,FALSE,FALSE
2,37.2,0,0,22,295.0333333,0,0.008333333,0,0,Nov,2,4,3,2,New_Visitor,FALSE,FALSE
2,267.8,0,0,6,616.5,0.028571429,0.038095238,0,0,Sep,3,2,3,4,Returning_Visitor,FALSE,FALSE
3,107.8,0,0,11,362.6,0,0.004761905,0,0,Sep,2,2,2,4,Returning_Visitor,FALSE,FALSE
